Freq [GHz],0MG,50MG,100MG,150MG,200MG,250MG,300MG,350MG,400MG,450MG,500MG,550MG,600MG,650MG,700MG,750MG,800MG,850MG,900MG,950MG,1000MG
2.748,-22.50196864,-23.26694897,-24.14612214,-24.4588,-24.57510423,-24.66479631,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602,-24.71619602
2.754,-22.41054286,-22.85848575,-23.68903455,-23.98547152,-24.0931114,-24.18007326,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611,-24.22900611
2.76,-22.35273728,-22.38043555,-23.12215502,-23.38930628,-23.48531471,-23.56678597,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954,-23.61143954
2.766,-22.29831769,-21.91761132,-22.51481584,-22.73181532,-22.81268066,-22.88149175,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871,-22.91860871
2.772,-22.23046164,-21.71916597,-22.21015435,-22.37576121,-22.44450972,-22.4948106,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166,-22.52286166
2.778,-22.14353842,-21.93406436,-22.53982529,-22.72926147,-22.8095669,-22.8648094,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032,-22.89540032
2.784,-22.03785396,-22.26956411,-23.0627248,-23.32490104,-23.43099461,-23.51090341,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281,-23.55399281
2.79,-21.91597889,-22.45815703,-23.34278168,-23.65146615,-23.77285655,-23.86679448,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765,-23.91819765
2.796,-21.78093775,-22.48530198,-23.38843266,-23.71417284,-23.83962906,-23.93643783,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154,-23.99073154
2.802,-21.63550077,-22.40974594,-23.30135385,-23.62898736,-23.75286242,-23.8477106,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066,-23.90211066
2.808,-21.48198612,-22.27689213,-23.14709003,-23.46989294,-23.58987696,-23.68115904,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089,-23.73448089
2.814,-21.32226246,-22.11271689,-22.95917227,-23.27423054,-23.38950889,-23.4768262,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322,-23.52859322
2.82,-21.15781459,-21.9312687,-22.75435818,-23.06045503,-23.17085606,-23.25422385,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622,-23.3042622
2.826,-20.98981861,-21.74023124,-22.54128919,-22.83800983,-22.94364449,-23.02320862,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883,-23.07147883
2.832,-20.81920829,-21.54394324,-22.32462436,-22.61196781,-22.71307543,-22.78901316,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891,-22.83553891
2.838,-20.64672861,-21.34494407,-22.10698633,-22.38518859,-22.48206788,-22.55455433,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087,-22.59939087
2.844,-20.47297744,-21.1447686,-21.88990276,-22.15935143,-22.2523274,-22.32152602,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544,-22.36474544
2.85,-20.29843734,-20.94436659,-21.67428002,-21.93546972,-22.02487588,-22.09093798,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189,-22.13262189
2.856,-20.1234999,-20.7443311,-21.46065103,-21.71415683,-21.8003238,-21.86339175,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738,-21.90362738
2.862,-19.94848424,-20.54502732,-21.24930977,-21.49576757,-21.57901358,-21.63922586,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381,-21.67810381
2.868,-19.77365135,-20.34666842,-21.04038677,-21.2804741,-21.3610954,-21.41859285,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539,-21.45620539
2.874,-19.59921518,-20.1493633,-20.83389273,-21.06830577,-21.14656559,-21.20149877,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383,-21.2379383
2.88,-19.42535139,-19.95315066,-20.62974473,-20.85916827,-20.93528388,-20.98782115,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847,-21.02317847
2.886,-19.25220428,-19.75802897,-20.42778295,-20.6528508,-20.72697871,-20.77731462,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662,-20.81167662
2.892,-19.07989242,-19.5639891,-20.22778306,-20.44902741,-20.52124768,-20.56961045,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708,-20.60305708
2.898,-18.9085133,-19.37105427,-20.02946728,-20.24725771,-20.31755946,-20.36421544,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581,-20.39681581
2.904,-18.73814718,-19.17932839,-19.83251685,-20.04699269,-20.11526429,-20.1605166,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423,-20.19232423
2.91,-18.56886046,-18.98904665,-19.63658787,-19.84759247,-19.91362142,-19.95779881,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636,-19.98884636
2.916,-18.40070872,-18.8006118,-19.44133198,-19.64836312,-19.71185087,-19.75528357,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787,-19.78557787
2.922,-18.23373941,-18.61459079,-19.24642276,-19.44861842,-19.50921434,-19.55219537,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139,-19.5817139
2.928,-18.06799459,-18.4316494,-19.05158764,-19.24776781,-19.30512201,-19.34785716,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759,-19.37654759
2.934,-17.90351362,-18.2524266,-18.85664327,-19.0454225,-19.09925034,-19.14180651,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079,-19.16959079
2.94,-17.74033591,-18.07738845,-18.66153084,-18.84150028,-18.89164361,-18.93391119,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471,-18.96069471
2.946,-17.578504,-17.90672412,-18.46634583,-18.63629944,-18.68276603,-18.72445193,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137,-18.750137
2.952,-17.41806679,-17.74032907,-18.27135563,-18.43051195,-18.47347833,-18.51413989,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063,-18.53864063
2.958,-17.25908315,-17.577872,-18.07699926,-18.22515928,-18.26493478,-18.30405052,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582,-18.32730582
2.964,-17.1016257,-17.41890301,-17.88386546,-18.02145959,-18.05842367,-18.09548273,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395,-18.11746395
2.97,-16.94578468,-17.26295486,-17.69264982,-17.82065942,-17.8551938,-17.88977885,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101,-17.91049101
2.976,-16.79167157,-17.10961027,-17.50409617,-17.62387458,-17.65631032,-17.6881529,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026,-17.70763026
2.982,-16.63942177,-16.9585322,-17.31893126,-17.43197681,-17.46256718,-17.49156673,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505,-17.50986505
2.988,-16.4891956,-16.80946723,-17.13780333,-17.2455425,-17.27446106,-17.30067168,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978,-17.31785978
2.994,-16.34117637,-16.66223468,-16.96123386,-17.06485829,-17.09221415,-17.11581079,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331,-17.13196331
3.0,-16.19556423,-16.51671069,-16.78958805,-16.88996497,-16.91582555,-16.93706258,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479,-16.95225479
3.006,-16.05256456,-16.37281273,-16.62306546,-16.72071893,-16.74513212,-16.76430437,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902,-16.77860902
3.012,-15.91237034,-16.23048681,-16.46170808,-16.55685424,-16.57986575,-16.59727728,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316,-16.61076316
3.018,-15.77513914,-16.08969768,-16.30542093,-16.39803566,-16.41970012,-16.43564245,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402,-16.44837402
3.024,-15.64096744,-15.95042191,-16.15399958,-16.24389867,-16.26428505,-16.27902397,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166,-16.29106166
3.03,-15.50986666,-15.8126431,-16.00715949,-16.0940768,-16.11326946,-16.12703865,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937,-16.13843937
3.036,-15.38174701,-15.67634874,-15.86456365,-15.94821821,-15.96631518,-15.97931448,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226,-15.99013226
3.042,-15.25641432,-15.54152825,-15.72584635,-15.80599442,-15.82310395,-15.83550065,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872,-15.8457872
3.048,-15.13358285,-15.40817166,-15.59063216,-15.66710347,-15.68334003,-15.69527165,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678,-15.70507678
3.054,-15.01290269,-15.27626897,-15.45855021,-15.53126976,-15.54674977,-15.55832766,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957,-15.56769957
3.06,-14.89399622,-15.14580975,-15.32924438,-15.39824185,-15.41307976,-15.42439269,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814,-15.43337814
3.066,-14.77649586,-15.01678292,-15.20237999,-15.26778936,-15.28209413,-15.29321167,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856,-15.301856
3.072,-14.66007571,-14.88917676,-15.07764797,-15.13969958,-15.1535717,-15.16454722,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424,-15.17289424
3.078,-14.54447236,-14.76297892,-14.95476721,-15.01377425,-15.02730332,-15.03817652,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828,-15.04626828
3.084,-14.42949362,-14.63817648,-14.83348549,-14.88982674,-14.90308965,-14.91388864,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513,-14.92176513
3.09,-14.3150169,-14.51475606,-14.71357967,-14.76767975,-14.7807395,-14.79148247,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117,-14.79918117
3.096,-14.20098042,-14.3927039,-14.59485522,-14.64716373,-14.66006877,-14.67076532,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078,-14.67832078
3.102,-14.08737102,-14.27200596,-14.47714542,-14.52811589,-14.54090014,-14.55155235,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564,-14.55899564
3.108,-13.97421105,-14.15264804,-14.36031031,-14.41037995,-14.42306337,-14.43366669,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491,-14.44102491
3.114,-13.86154651,-14.03461583,-14.24423541,-14.29380655,-14.30639623,-14.31694024,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603,-14.32423603
3.12,-13.74943724,-13.91789496,-14.12883036,-14.17825428,-14.19074602,-14.20121516,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627,-14.20846627
3.126,-13.63794943,-13.80247114,-14.01402732,-14.06359119,-14.0759715,-14.08634579,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648,-14.0935648
3.132,-13.52715026,-13.68833015,-13.89977931,-13.94969679,-13.96194507,-13.97220094,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509,-13.97939509
3.138,-13.41710436,-13.57545788,-13.78605838,-13.83646424,-13.84855513,-13.85866623,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745,-13.86583745
3.144,-13.30787171,-13.46384042,-13.67285371,-13.72380259,-13.73570824,-13.74564643,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156,-13.75279156
3.15,-13.19950645,-13.35346406,-13.56016959,-13.61163889,-13.62333104,-13.63306737,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786,-13.6401786
3.156,-13.09205651,-13.24431531,-13.44802338,-13.49991991,-13.51137158,-13.52087737,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281,-13.52794281
3.162,-12.98556357,-13.13638092,-13.33644339,-13.38861331,-13.39980007,-13.40904795,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239,-13.41605239
3.168,-12.88006339,-13.02964791,-13.22546687,-13.27770801,-13.28860872,-13.29757358,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994,-13.3044994
3.174,-12.77558628,-12.92410357,-13.11513795,-13.16721385,-13.17781085,-13.18647072,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879,-13.19329879
3.18,-12.67215756,-12.81973547,-13.00550582,-13.05716022,-13.06743918,-13.0757759,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648,-13.08248648
3.186,-12.56979813,-12.71653147,-12.89662289,-12.94759405,-12.95754333,-12.96554301,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669,-12.97211669
3.192,-12.46852497,-12.61447969,-12.78854322,-12.83857699,-12.84818691,-12.85584018,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856,-12.86225856
3.198,-12.36835162,-12.51356855,-12.68132105,-12.73018216,-12.73944411,-12.74674612,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925,-12.7529925
3.204,-12.26928858,-12.41378675,-12.57500959,-12.62249055,-12.63139624,-12.63834645,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626,-12.64440626
3.21,-12.17134372,-12.31512325,-12.46965998,-12.51558751,-12.52412823,-12.53073004,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116,-12.53659116
3.216,-12.07452258,-12.21756729,-12.36532038,-12.40955918,-12.41772548,-12.42398569,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858,-12.42963858
3.222,-11.97882868,-12.12110835,-12.26203536,-12.30448952,-12.31227095,-12.31819915,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686,-12.32363686
3.228,-11.88426377,-12.02573618,-12.15984536,-12.20045756,-12.20784282,-12.21345075,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883,-12.21866883
3.234,-11.79082803,-11.93144075,-12.05878642,-12.09753545,-12.10451263,-12.1098135,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978,-12.11480978
3.24,-11.69852023,-11.83821229,-11.95888988,-11.99578685,-12.00234391,-12.0073518,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617,-12.01212617
3.246,-11.60733794,-11.74604119,-11.86018243,-11.89526609,-11.90139138,-11.90612068,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748,-11.9106748
3.252,-11.51727761,-11.65491811,-11.76268603,-11.79601765,-11.80170053,-11.80616549,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248,-11.81050248
3.258,-11.42833469,-11.56483385,-11.66641809,-11.69807626,-11.70330762,-11.70752195,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611,-11.71164611
3.264,-11.34050376,-11.47577942,-11.57139164,-11.60146717,-11.60623997,-11.61021654,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312,-11.61413312
3.27,-11.25377856,-11.38774599,-11.47761554,-11.50620678,-11.51051646,-11.51426712,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204,-11.51798204
3.276,-11.16815211,-11.30072486,-11.38509478,-11.41230346,-11.41614823,-11.41968366,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033,-11.4232033
3.282,-11.08361673,-11.2147075,-11.29383072,-11.31975838,-11.32313943,-11.32646911,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016,-11.32980016
3.288,-11.00016413,-11.1296855,-11.20382145,-11.22856652,-11.23148805,-11.23462025,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953,-11.23776953
3.294,-10.9177854,-11.04565054,-11.11506209,-11.13871752,-11.14118677,-11.14412856,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293,-11.14710293
